Suburb,Address,Rooms,Type,Price,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Seddon,3 Walter St,3,h,847000.0,20/05/2017,3011.0,3.0,1.0,1.0,205.0,,,Maribyrnong,-37.8053,144.8967,Western Metropolitan
Seddon,68 Windsor St,2,h,785000.0,20/05/2017,3011.0,2.0,1.0,1.0,116.0,,,Maribyrnong,-37.8046,144.891,Western Metropolitan
South Melbourne,20 Glover St,3,h,2240000.0,6/05/2017,3205.0,3.0,2.0,1.0,197.0,168.0,1900.0,Port Phillip,-37.8395,144.9489,Southern Metropolitan
South Melbourne,8/192 Cecil St,1,u,460000.0,8/04/2017,3205.0,1.0,1.0,1.0,0.0,42.0,1970.0,Port Phillip,-37.8344,144.9581,Southern Metropolitan
South Melbourne,24B Dow St,2,t,1100000.0,13/05/2017,3205.0,2.0,1.0,1.0,327.0,75.0,2004.0,Port Phillip,-37.8351,144.964,Southern Metropolitan
South Melbourne,27 Lyell St,3,h,1820000.0,13/05/2017,3205.0,3.0,1.0,1.0,204.0,105.0,1910.0,Port Phillip,-37.8365,144.9497,Southern Metropolitan
South Melbourne,13 Martin St,3,h,1780000.0,20/05/2017,3205.0,3.0,2.0,2.0,202.0,,,Port Phillip,-37.836999999999996,144.9585,Southern Metropolitan
South Melbourne,55 Cobden St,2,h,1024000.0,22/04/2017,3205.0,2.0,1.0,0.0,102.0,,1880.0,Port Phillip,-37.8355,144.9675,Southern Metropolitan
South Yarra,6/38 Chambers St,3,u,1320000.0,6/05/2017,3141.0,3.0,2.0,2.0,15.0,15.0,,Stonnington,-37.8398,144.9945,Southern Metropolitan
South Yarra,407/800 Chapel St,1,u,537000.0,6/05/2017,3141.0,1.0,1.0,1.0,0.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan
South Yarra,1/52 Caroline St,1,u,410000.0,8/04/2017,3141.0,1.0,1.0,0.0,0.0,,,Stonnington,-37.8378,144.9883,Southern Metropolitan
South Yarra,10/14 Cromwell Rd,2,u,499000.0,8/04/2017,3141.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8452,145.0001,Southern Metropolitan
South Yarra,14 Moore St,2,h,1214000.0,8/04/2017,3141.0,2.0,1.0,0.0,161.0,82.0,1900.0,Stonnington,-37.8454,144.9891,Southern Metropolitan
South Yarra,2/63 Domain St,3,u,920000.0,13/05/2017,3141.0,3.0,1.0,1.0,0.0,,1970.0,Melbourne,-37.836,144.9782,Southern Metropolitan
South Yarra,30/30 Murphy St,2,u,615000.0,13/05/2017,3141.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.836999999999996,144.9907,Southern Metropolitan
South Yarra,3/555 Punt Rd,2,u,642000.0,13/05/2017,3141.0,2.0,1.0,1.0,595.0,,,Melbourne,-37.8422,144.9855,Southern Metropolitan
South Yarra,65 Caroline St,3,t,3475000.0,20/05/2017,3141.0,3.0,3.0,1.0,296.0,,,Stonnington,-37.8366,144.9882,Southern Metropolitan
South Yarra,26 Howitt St,2,u,851000.0,20/05/2017,3141.0,2.0,1.0,1.0,284.0,,,Stonnington,-37.8471,145.0019,Southern Metropolitan
South Yarra,30 Nicholson St,3,t,2030000.0,20/05/2017,3141.0,3.0,2.0,2.0,201.0,,,Stonnington,-37.8428,144.9877,Southern Metropolitan
South Yarra,9 Nicholson St,2,h,1405000.0,22/04/2017,3141.0,2.0,1.0,0.0,219.0,,,Stonnington,-37.8424,144.9867,Southern Metropolitan
South Yarra,403/79 River St,2,u,850000.0,22/04/2017,3141.0,2.0,2.0,2.0,17200.0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan
South Yarra,5/9 Rockley Rd,2,u,792500.0,22/04/2017,3141.0,2.0,1.0,1.0,0.0,106.0,1970.0,Stonnington,-37.8383,144.9995,Southern Metropolitan
South Yarra,9/21 Park La,3,u,2050000.0,29/04/2017,3141.0,3.0,2.0,2.0,3197.0,,,Melbourne,-37.8446,144.9844,Southern Metropolitan
South Yarra,1/215 Williams Rd,2,u,595000.0,29/04/2017,3141.0,2.0,1.0,2.0,0.0,,,Stonnington,-37.8447,145.0037,Southern Metropolitan
St Kilda,22/3 Alfred Sq,1,u,520000.0,8/04/2017,3182.0,1.0,1.0,1.0,2422.0,,1970.0,Port Phillip,-37.8644,144.9741,Southern Metropolitan
St Kilda,23A Havelock St,2,h,1120000.0,8/04/2017,3182.0,2.0,1.0,0.0,135.0,74.0,1930.0,Port Phillip,-37.8661,144.9802,Southern Metropolitan
St Kilda,2/25 Acland St,2,t,1077000.0,13/05/2017,3182.0,2.0,1.0,1.0,455.0,98.0,1890.0,Port Phillip,-37.8636,144.9749,Southern Metropolitan
St Kilda,34 Acland St,2,h,1301000.0,13/05/2017,3182.0,2.0,1.0,1.0,165.0,97.0,1910.0,Port Phillip,-37.8658,144.9774,Southern Metropolitan
St Kilda,25 Fawkner St,2,h,1440000.0,13/05/2017,3182.0,2.0,1.0,2.0,194.0,112.0,1890.0,Port Phillip,-37.8658,144.9795,Southern Metropolitan
St Kilda,15/20 Princes St,2,u,680000.0,20/05/2017,3182.0,2.0,1.0,0.0,0.0,,,Port Phillip,-37.859,144.9816,Southern Metropolitan
St Kilda,63 Chapel St,3,h,1361000.0,22/04/2017,3182.0,3.0,1.0,0.0,246.0,,,Port Phillip,-37.8635,144.991,Southern Metropolitan
St Kilda,11/74 Barkly St,2,u,902000.0,29/04/2017,3182.0,2.0,1.0,1.0,18.0,,,Port Phillip,-37.8624,144.9823,Southern Metropolitan
St Kilda,1/23 Eildon Rd,3,u,1190000.0,29/04/2017,3182.0,3.0,1.0,1.0,460.0,140.0,1955.0,Port Phillip,-37.8623,144.9772,Southern Metropolitan
St Kilda,5 Octavia St,2,h,920000.0,29/04/2017,3182.0,2.0,1.0,0.0,190.0,,,Port Phillip,-37.8579,144.9844,Southern Metropolitan
St Kilda,105/60 Wellington St,2,u,482000.0,29/04/2017,3182.0,2.0,1.0,1.0,0.0,54.0,2004.0,Port Phillip,-37.857,144.9867,Southern Metropolitan
St Kilda,35 Wordsworth St,4,h,2260000.0,29/04/2017,3182.0,4.0,2.0,1.0,297.0,,,Port Phillip,-37.8729,144.9794,Southern Metropolitan
Strathmore,8 Jones Ct,3,h,1021000.0,8/04/2017,3041.0,3.0,2.0,2.0,371.0,183.0,2014.0,Moonee Valley,-37.7229,144.9055,Western Metropolitan
Strathmore,12 Loeman St,3,t,925000.0,8/04/2017,3041.0,3.0,3.0,1.0,555.0,293.0,,Moonee Valley,-37.7345,144.9228,Western Metropolitan
Sunshine,54 Ardoyne St,3,h,940000.0,6/05/2017,3020.0,3.0,2.0,2.0,572.0,190.0,1950.0,Brimbank,-37.7966,144.8256,Western Metropolitan
Sunshine,138 Devonshire Rd,4,h,726000.0,6/05/2017,3020.0,4.0,2.0,0.0,567.0,95.0,1950.0,Brimbank,-37.7866,144.8458,Western Metropolitan
Sunshine,27 Parsons St,3,h,950000.0,6/05/2017,3020.0,3.0,1.0,1.0,725.0,,,Brimbank,-37.7918,144.8419,Western Metropolitan
Sunshine,14 Baker St,4,h,760000.0,8/04/2017,3020.0,4.0,1.0,5.0,650.0,,,Brimbank,-37.7867,144.8437,Western Metropolitan
Sunshine,2 Colin St,4,h,990000.0,8/04/2017,3020.0,4.0,1.0,6.0,654.0,189.0,1950.0,Brimbank,-37.7803,144.8415,Western Metropolitan
Sunshine,10 Dundalk St,3,h,651500.0,8/04/2017,3020.0,3.0,1.0,1.0,555.0,,,Brimbank,-37.7988,144.822,Western Metropolitan
Sunshine,2 Islington St,4,h,970000.0,22/04/2017,3020.0,4.0,1.0,4.0,615.0,,,Brimbank,-37.785,144.8383,Western Metropolitan
Sunshine,3 Mellor St,3,h,841000.0,22/04/2017,3020.0,3.0,1.0,2.0,557.0,,1960.0,Brimbank,-37.7811,144.8373,Western Metropolitan
Sunshine,69 Duke St,3,h,710000.0,29/04/2017,3020.0,3.0,1.0,0.0,483.0,93.84,1950.0,Brimbank,-37.7875,144.8456,Western Metropolitan
Sunshine,115 Wright St,3,h,660000.0,29/04/2017,3020.0,3.0,2.0,2.0,660.0,,,Brimbank,-37.7954,144.8246,Western Metropolitan
Sunshine,10 Yewers St,3,h,692000.0,29/04/2017,3020.0,3.0,1.0,1.0,485.0,,,Brimbank,-37.7868,144.8428,Western Metropolitan
Sunshine North,25 Lincoln St,3,h,830000.0,6/05/2017,3020.0,3.0,1.0,2.0,608.0,,,Brimbank,-37.7743,144.8446,Western Metropolitan
Sunshine North,19 Plymouth Cl,3,h,600000.0,6/05/2017,3020.0,3.0,1.0,2.0,465.0,,,Brimbank,-37.7549,144.8304,Western Metropolitan
Sunshine North,25 Downing St,3,h,718000.0,13/05/2017,3020.0,3.0,1.0,2.0,551.0,,,Brimbank,-37.771,144.8389,Western Metropolitan
Sunshine North,3 Belmore Rd,4,h,775000.0,29/04/2017,3020.0,4.0,1.0,2.0,665.0,147.0,1980.0,Brimbank,-37.7662,144.8383,Western Metropolitan
Sunshine West,32 Killara St,3,h,716000.0,6/05/2017,3020.0,3.0,1.0,1.0,534.0,120.0,1975.0,Brimbank,-37.7886,144.821,Western Metropolitan
Sunshine West,7 Foxcroft Ct,3,h,511000.0,8/04/2017,3020.0,3.0,2.0,2.0,519.0,,,Brimbank,-37.7997,144.7968,Western Metropolitan
Sunshine West,27 Warmington Rd,3,h,530000.0,8/04/2017,3020.0,3.0,1.0,1.0,573.0,119.0,1970.0,Brimbank,-37.8017,144.8258,Western Metropolitan
Sunshine West,91 Hilma St,4,h,685000.0,13/05/2017,3020.0,4.0,2.0,2.0,572.0,184.0,1967.0,Brimbank,-37.7912,144.7979,Western Metropolitan
Sunshine West,133 David Dr,3,t,521000.0,29/04/2017,3020.0,3.0,3.0,2.0,134.0,124.45,2008.0,Brimbank,-37.79,144.7886,Western Metropolitan
Sunshine West,100 Links St,3,h,571000.0,29/04/2017,3020.0,3.0,1.0,1.0,757.0,100.0,1950.0,Brimbank,-37.7845,144.8088,Western Metropolitan
Surrey Hills,3/700 Canterbury Rd,2,u,682000.0,6/05/2017,3127.0,2.0,1.0,2.0,119.0,,,Whitehorse,-37.8271,145.1032,Southern Metropolitan
Surrey Hills,2/35 Boisdale St,2,u,825000.0,13/05/2017,3127.0,2.0,1.0,2.0,180.0,85.0,1970.0,Whitehorse,-37.8351,145.10299999999995,Southern Metropolitan
Surrey Hills,61 Broughton Rd,3,h,1525000.0,13/05/2017,3127.0,3.0,2.0,2.0,347.0,195.0,2013.0,Whitehorse,-37.8323,145.105,Southern Metropolitan
Surrey Hills,29 Weybridge St,4,h,2360000.0,13/05/2017,3127.0,4.0,2.0,2.0,764.0,265.0,1930.0,Boroondara,-37.81800000000001,145.0946,Southern Metropolitan
Surrey Hills,26 Everton Gr,4,h,1490000.0,20/05/2017,3127.0,4.0,1.0,4.0,605.0,,,Whitehorse,-37.8292,145.1053,Southern Metropolitan
Surrey Hills,68 Weybridge St,3,h,1652000.0,20/05/2017,3127.0,3.0,2.0,2.0,368.0,150.0,,Boroondara,-37.8176,145.0882,Southern Metropolitan
Templestowe Lower,6 Jean St,3,h,1503500.0,6/05/2017,3107.0,3.0,1.0,1.0,907.0,,,Manningham,-37.7628,145.1185,Eastern Metropolitan
Templestowe Lower,4 Michael St,3,h,1370000.0,8/04/2017,3107.0,3.0,1.0,2.0,743.0,,,Manningham,-37.7703,145.1086,Eastern Metropolitan
Templestowe Lower,21 Rooney St,3,h,1385000.0,13/05/2017,3107.0,3.0,1.0,2.0,745.0,,,Manningham,-37.769,145.1108,Eastern Metropolitan
Templestowe Lower,258 Thompsons Rd,3,h,1180000.0,20/05/2017,3107.0,3.0,1.0,3.0,655.0,,,Manningham,-37.7685,145.1026,Eastern Metropolitan
Templestowe Lower,254 Thompsons Rd,4,h,1302000.0,22/04/2017,3107.0,4.0,2.0,2.0,650.0,,,Manningham,-37.7686,145.1023,Eastern Metropolitan
Templestowe Lower,11 Airdrie Ct,5,h,1775000.0,29/04/2017,3107.0,5.0,4.0,2.0,501.0,,,Manningham,-37.762,145.1244,Eastern Metropolitan
Thornbury,177 Raleigh St,3,h,1750000.0,6/05/2017,3071.0,3.0,1.0,3.0,712.0,,,Darebin,-37.7598,145.0118,Northern Metropolitan
Thornbury,129 Collins St,3,h,1345000.0,8/04/2017,3071.0,3.0,2.0,4.0,584.0,,,Darebin,-37.7555,145.0152,Northern Metropolitan
Thornbury,104 Mansfield St,3,h,1080000.0,8/04/2017,3071.0,3.0,1.0,1.0,408.0,,,Darebin,-37.7573,145.0083,Northern Metropolitan
Thornbury,145 Shaftesbury Pde,3,h,1195000.0,8/04/2017,3071.0,3.0,1.0,2.0,463.0,131.0,1930.0,Darebin,-37.7593,144.9885,Northern Metropolitan
Thornbury,4/2 Strettle St,2,u,716000.0,8/04/2017,3071.0,2.0,1.0,1.0,0.0,87.0,1995.0,Darebin,-37.7554,144.982,Northern Metropolitan
Thornbury,9 Ethel St,3,t,865000.0,13/05/2017,3071.0,3.0,2.0,2.0,194.0,,2000.0,Darebin,-37.7538,144.9991,Northern Metropolitan
Thornbury,1/73 Flinders St,2,u,462000.0,13/05/2017,3071.0,2.0,1.0,1.0,0.0,,1970.0,Darebin,-37.7561,145.0067,Northern Metropolitan
Thornbury,221 Mansfield St,4,h,1635000.0,13/05/2017,3071.0,4.0,2.0,2.0,464.0,,,Darebin,-37.7579,145.0169,Northern Metropolitan
Thornbury,3/31 Clapham St,2,u,600000.0,20/05/2017,3071.0,2.0,1.0,1.0,0.0,59.0,1960.0,Darebin,-37.7549,144.9979,Northern Metropolitan
Thornbury,35D Clapham St,3,h,1346000.0,20/05/2017,3071.0,3.0,2.0,2.0,349.0,130.0,1918.0,Darebin,-37.7544,144.998,Northern Metropolitan
Thornbury,171 Mansfield St,3,h,1130000.0,20/05/2017,3071.0,3.0,1.0,1.0,381.0,,,Darebin,-37.7575,145.0128,Northern Metropolitan
Thornbury,10 Speight St,3,h,1200000.0,20/05/2017,3071.0,3.0,1.0,1.0,447.0,,,Darebin,-37.7622,145.0074,Northern Metropolitan
Thornbury,140 Dundas St,2,h,915000.0,22/04/2017,3071.0,2.0,1.0,1.0,502.0,,,Darebin,-37.7541,145.016,Northern Metropolitan
Thornbury,58 Leinster Gr,2,t,960000.0,29/04/2017,3071.0,2.0,2.0,2.0,158.0,133.0,2007.0,Darebin,-37.7587,144.9881,Northern Metropolitan
Thornbury,5 Shaftesbury Pde,2,h,1260000.0,29/04/2017,3071.0,2.0,1.0,0.0,317.0,96.0,1910.0,Darebin,-37.7606,144.9995,Northern Metropolitan
Viewbank,23 Kuranga Rd,4,h,1140000.0,8/04/2017,3084.0,4.0,2.0,4.0,863.0,,,Banyule,-37.7317,145.0952,Eastern Metropolitan
Viewbank,6 Dawn Ct,4,h,1003000.0,20/05/2017,3084.0,4.0,2.0,2.0,619.0,,,Banyule,-37.7355,145.0928,Eastern Metropolitan
Watsonia,60 Orana Dr,3,h,880000.0,6/05/2017,3087.0,3.0,1.0,4.0,555.0,,,Banyule,-37.713,145.0894,Northern Metropolitan
Watsonia,5 Regis Ct,5,h,826000.0,6/05/2017,3087.0,5.0,1.0,2.0,545.0,132.0,1970.0,Banyule,-37.705,145.0825,Northern Metropolitan
Watsonia,12 Black St,4,h,952000.0,8/04/2017,3087.0,4.0,2.0,2.0,729.0,,,Banyule,-37.711,145.08100000000005,Northern Metropolitan
Watsonia,2/42 Wattle Dr,3,h,677500.0,8/04/2017,3087.0,3.0,1.0,2.0,245.0,,,Banyule,-37.716,145.0769,Northern Metropolitan
Watsonia,25 Bungay St,4,h,761000.0,22/04/2017,3087.0,4.0,1.0,2.0,696.0,123.0,1956.0,Banyule,-37.7054,145.0809,Northern Metropolitan
Watsonia,5 Daours Ct,4,h,932500.0,22/04/2017,3087.0,4.0,2.0,2.0,585.0,180.0,1950.0,Banyule,-37.7154,145.0777,Northern Metropolitan
Watsonia,25 High St,3,h,895000.0,29/04/2017,3087.0,3.0,1.0,2.0,775.0,,,Banyule,-37.7075,145.0807,Northern Metropolitan
West Footscray,61 Clive St,4,h,1435000.0,6/05/2017,3012.0,4.0,2.0,2.0,523.0,244.0,1915.0,Maribyrnong,-37.798,144.8728,Western Metropolitan
West Footscray,6/350 Somerville Rd,2,h,502000.0,6/05/2017,3012.0,2.0,1.0,1.0,2701.0,79.0,2011.0,Maribyrnong,-37.8109,144.8684,Western Metropolitan
West Footscray,4/667 Barkly St,1,u,375000.0,8/04/2017,3012.0,1.0,1.0,1.0,60.0,,1982.0,Maribyrnong,-37.7971,144.8703,Western Metropolitan
West Footscray,17/24 Dongola Rd,3,t,815000.0,8/04/2017,3012.0,3.0,1.0,2.0,203.0,3.0,,Maribyrnong,-37.7928,144.8811,Western Metropolitan
West Footscray,15 Rupert St,4,h,1325000.0,8/04/2017,3012.0,4.0,2.0,4.0,525.0,188.0,1930.0,Maribyrnong,-37.7994,144.8763,Western Metropolitan
West Footscray,25 Tucker St,3,h,890000.0,13/05/2017,3012.0,3.0,1.0,3.0,334.0,,,Maribyrnong,-37.7916,144.8762,Western Metropolitan
West Footscray,16 Dove St,3,h,900000.0,20/05/2017,3012.0,3.0,1.0,0.0,218.0,,,Maribyrnong,-37.7963,144.8801,Western Metropolitan
West Footscray,4/38 Hampton Pde,2,u,266000.0,20/05/2017,3012.0,2.0,1.0,1.0,1059.0,65.0,1970.0,Maribyrnong,-37.8062,144.8665,Western Metropolitan
West Footscray,106 Summerhill Rd,3,h,1040000.0,20/05/2017,3012.0,3.0,1.0,1.0,330.0,,,Maribyrnong,-37.7961,144.8815,Western Metropolitan
West Footscray,4/624 Barkly St,2,u,490000.0,22/04/2017,3012.0,2.0,1.0,1.0,117.0,,,Maribyrnong,-37.7968,144.8735,Western Metropolitan
West Footscray,1 Dongola Rd,3,h,935000.0,22/04/2017,3012.0,3.0,1.0,2.0,325.0,102.0,1925.0,Maribyrnong,-37.7922,144.8818,Western Metropolitan
West Footscray,14 Stanhope St,3,h,975000.0,22/04/2017,3012.0,3.0,1.0,0.0,318.0,,,Maribyrnong,-37.7955,144.8713,Western Metropolitan
Williamstown,8 Jobson St,3,h,1245000.0,6/05/2017,3016.0,3.0,2.0,2.0,292.0,117.0,1980.0,Hobsons Bay,-37.8575,144.8922,Western Metropolitan
Williamstown,2/77 Dover Rd,2,u,543000.0,8/04/2017,3016.0,2.0,1.0,1.0,0.0,78.0,1974.0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan
Williamstown,35 Railway Pl,3,h,1290000.0,8/04/2017,3016.0,3.0,1.0,0.0,273.0,,,Hobsons Bay,-37.8651,144.8986,Western Metropolitan
Williamstown,2/170 Cecil St,2,h,1000000.0,13/05/2017,3016.0,2.0,1.0,2.0,447.0,,,Hobsons Bay,-37.8602,144.8997,Western Metropolitan
Williamstown,10 Crofton Dr,5,h,2040000.0,13/05/2017,3016.0,5.0,3.0,2.0,531.0,288.0,1997.0,Hobsons Bay,-37.8629,144.8781,Western Metropolitan
Williamstown,8/97 Verdon St,2,u,465000.0,13/05/2017,3016.0,2.0,1.0,1.0,0.0,78.0,1970.0,Hobsons Bay,-37.8589,144.8921,Western Metropolitan
Williamstown,2/47 Power St,2,h,855000.0,20/05/2017,3016.0,2.0,1.0,1.0,160.0,,,Hobsons Bay,-37.8546,144.8883,Western Metropolitan
Williamstown,9/99 Verdon St,2,u,490000.0,22/04/2017,3016.0,2.0,1.0,1.0,0.0,,,Hobsons Bay,-37.8588,144.8919,Western Metropolitan
Williamstown,240 Coogee La,3,h,1330000.0,29/04/2017,3016.0,3.0,2.0,2.0,184.0,,,Hobsons Bay,-37.8629,144.8896,Western Metropolitan
Williamstown,165 Osborne St,4,h,1630000.0,29/04/2017,3016.0,4.0,2.0,2.0,260.0,,,Hobsons Bay,-37.8657,144.8942,Western Metropolitan
Yarraville,76 Castlemaine St,3,h,935000.0,6/05/2017,3013.0,3.0,1.0,0.0,212.0,,,Maribyrnong,-37.8143,144.8883,Western Metropolitan
Yarraville,8 Gordon Pde,3,h,990000.0,6/05/2017,3013.0,3.0,1.0,2.0,340.0,119.0,1940.0,Maribyrnong,-37.8227,144.8827,Western Metropolitan
Yarraville,15 Freame St,2,h,1196000.0,8/04/2017,3013.0,2.0,1.0,2.0,451.0,,,Maribyrnong,-37.8178,144.8752,Western Metropolitan
Yarraville,1/17 Gordon Pde,2,h,470000.0,8/04/2017,3013.0,2.0,1.0,1.0,79.0,,1965.0,Maribyrnong,-37.8226,144.8842,Western Metropolitan
Yarraville,54 Tongue St,4,h,2035000.0,8/04/2017,3013.0,4.0,2.0,0.0,607.0,201.0,1890.0,Maribyrnong,-37.8128,144.8905,Western Metropolitan
Yarraville,29 Wilson St,3,h,935000.0,8/04/2017,3013.0,3.0,1.0,0.0,198.0,98.0,1970.0,Maribyrnong,-37.8194,144.8914,Western Metropolitan
Yarraville,260 Francis St,3,h,892000.0,13/05/2017,3013.0,3.0,1.0,2.0,449.0,106.76,1940.0,Maribyrnong,-37.8195,144.8766,Western Metropolitan
Yarraville,1 Highgate St,4,h,985500.0,13/05/2017,3013.0,4.0,1.0,5.0,445.0,139.0,1977.0,Maribyrnong,-37.8228,144.8769,Western Metropolitan
Yarraville,1/6 Jepson St,3,t,1070000.0,13/05/2017,3013.0,3.0,2.0,2.0,257.0,,2012.0,Maribyrnong,-37.813,144.8703,Western Metropolitan
Yarraville,10/51 Stephen St,2,u,397000.0,13/05/2017,3013.0,2.0,1.0,1.0,0.0,68.0,1975.0,Maribyrnong,-37.8128,144.8953,Western Metropolitan
Yarraville,33 Bromyard St,2,h,1035000.0,20/05/2017,3013.0,2.0,1.0,3.0,469.0,,,Maribyrnong,-37.8184,144.872,Western Metropolitan
Yarraville,26 Buninyong St,3,h,1370000.0,20/05/2017,3013.0,3.0,2.0,2.0,389.0,,,Maribyrnong,-37.8181,144.8882,Western Metropolitan
Yarraville,183 Stephen St,3,h,970000.0,20/05/2017,3013.0,3.0,2.0,0.0,354.0,135.0,1930.0,Maribyrnong,-37.8212,144.8937,Western Metropolitan
Yarraville,66 Drew St,2,h,1256000.0,22/04/2017,3013.0,2.0,1.0,3.0,531.0,111.0,1940.0,Maribyrnong,-37.8158,144.8707,Western Metropolitan
Yarraville,3/11 Fielding St,3,t,1120000.0,22/04/2017,3013.0,3.0,2.0,0.0,152.0,170.0,2012.0,Maribyrnong,-37.811,144.8889,Western Metropolitan
Yarraville,46 MacKay St,4,h,1455000.0,29/04/2017,3013.0,4.0,1.0,1.0,328.0,140.0,1920.0,Maribyrnong,-37.8097,144.8906,Western Metropolitan
Yarraville,12/35 Princess St,1,u,331000.0,29/04/2017,3013.0,1.0,1.0,1.0,0.0,54.0,1970.0,Maribyrnong,-37.8105,144.8952,Western Metropolitan
Yarraville,10 Salisbury St,3,h,950000.0,29/04/2017,3013.0,3.0,2.0,2.0,287.0,210.68,2002.0,Maribyrnong,-37.8233,144.8825,Western Metropolitan
Abbotsford,6/205 Gipps St,2,u,870000.0,20/05/2017,3067.0,2.0,2.0,1.0,0.0,86.0,2013.0,Yarra,-37.8055,144.9961,Northern Metropolitan
Abbotsford,24 Cooke St,2,h,1050000.0,29/04/2017,3067.0,2.0,1.0,0.0,129.0,128.0,1890.0,Yarra,-37.8099,145.0027,Northern Metropolitan
Abbotsford,198 Gipps St,2,h,1242000.0,29/04/2017,3067.0,2.0,1.0,1.0,249.0,98.0,1940.0,Yarra,-37.8052,144.9963,Northern Metropolitan
Abbotsford,22 Lulie St,3,h,1165000.0,29/04/2017,3067.0,3.0,2.0,0.0,92.0,114.0,1888.0,Yarra,-37.797,144.9957,Northern Metropolitan
Airport West,48 Bedford St,3,h,872500.0,8/04/2017,3042.0,3.0,1.0,1.0,594.0,,1950.0,Moonee Valley,-37.7203,144.8757,Western Metropolitan
Airport West,33 Green St,3,h,720000.0,8/04/2017,3042.0,3.0,2.0,2.0,305.0,136.0,2008.0,Moonee Valley,-37.7284,144.8874,Western Metropolitan
Airport West,25 Clydesdale Rd,3,h,985000.0,29/04/2017,3042.0,3.0,1.0,1.0,841.0,,,Moonee Valley,-37.7251,144.8785,Western Metropolitan
Albion,26 Wyalong St,3,h,800000.0,8/04/2017,3020.0,4.0,2.0,5.0,689.0,128.0,1951.0,Brimbank,-37.7776,144.8167,Western Metropolitan
Albion,1/141 Anderson Rd,2,u,420000.0,13/05/2017,3020.0,2.0,1.0,1.0,192.0,88.0,1970.0,Brimbank,-37.7832,144.8275,Western Metropolitan
Albion,76 Forrest St,3,h,700000.0,13/05/2017,3020.0,3.0,1.0,2.0,697.0,,,Brimbank,-37.7841,144.8169,Western Metropolitan
Albion,67 Norwood St,3,h,621000.0,20/05/2017,3020.0,3.0,1.0,3.0,547.0,140.0,,Brimbank,-37.7765,144.8123,Western Metropolitan
Altona,3/8 Rayner St,2,t,597500.0,22/04/2017,3018.0,2.0,1.0,2.0,178.0,,2009.0,Hobsons Bay,-37.8701,144.8209,Western Metropolitan
Altona,12 Kookaburra St,3,h,1165000.0,29/04/2017,3018.0,3.0,1.0,2.0,700.0,,,Hobsons Bay,-37.8707,144.8076,Western Metropolitan
Altona,13 Linnet St,4,h,1295000.0,29/04/2017,3018.0,3.0,1.0,2.0,725.0,,,Hobsons Bay,-37.8678,144.816,Western Metropolitan
Ashburton,53 Gloucester Rd,2,h,1450000.0,8/04/2017,3147.0,2.0,1.0,1.0,627.0,,,Boroondara,-37.8689,145.0882,Southern Metropolitan
Ashburton,2a Liberator St,2,u,925000.0,8/04/2017,3147.0,2.0,1.0,2.0,257.0,,,Boroondara,-37.866,145.089,Southern Metropolitan
Ashburton,23 Solway St,4,h,2220000.0,13/05/2017,3147.0,4.0,3.0,2.0,480.0,244.0,2016.0,Boroondara,-37.8726,145.0716,Southern Metropolitan
Ashburton,24 Baird St,3,h,1912500.0,22/04/2017,3147.0,3.0,2.0,2.0,869.0,,,Boroondara,-37.8686,145.0721,Southern Metropolitan
Balwyn,10A Head St,3,h,1380000.0,8/04/2017,3103.0,3.0,2.0,1.0,548.0,,,Boroondara,-37.8021,145.0637,Southern Metropolitan
Balwyn,27A Yerrin St,3,t,1680000.0,22/04/2017,3103.0,3.0,3.0,1.0,329.0,178.0,2005.0,Boroondara,-37.8101,145.0844,Southern Metropolitan
Brooklyn,6 Millers Rd,2,h,1005000.0,22/04/2017,3012.0,2.0,1.0,2.0,780.0,156.0,1950.0,Hobsons Bay,-37.8241,144.8419,Western Metropolitan
Carlton,1/2 Drummond St,3,u,1520000.0,8/04/2017,3053.0,3.0,2.0,2.0,214.0,,1993.0,Melbourne,-37.8177,144.8496,Northern Metropolitan
Carlton,11/108 Elgin St,2,u,995000.0,22/04/2017,3053.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne,-37.7973,144.9712,Northern Metropolitan
Carlton,20/264 Drummond St,1,u,490000.0,29/04/2017,3053.0,1.0,1.0,1.0,0.0,51.0,2009.0,Melbourne,-37.7998,144.9689,Northern Metropolitan
East Melbourne,402/166 Wellington Pde,1,u,503000.0,8/04/2017,3002.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.8161,144.9845,Northern Metropolitan
East Melbourne,4/24 Hotham St,2,u,810000.0,13/05/2017,3002.0,2.0,1.0,1.0,944.0,,,Melbourne,-37.8144,144.9896,Northern Metropolitan
East Melbourne,127 Gipps St,4,h,4275000.0,20/05/2017,3002.0,4.0,2.0,2.0,326.0,,1970.0,Melbourne,-37.8133,144.9865,Northern Metropolitan
Elsternwick,39/2 Gordon St,1,u,385000.0,8/04/2017,3185.0,1.0,1.0,1.0,1851.0,,,Glen Eira,-37.8822,144.9994,Southern Metropolitan
